family,stage,file,variable,label
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d1_direct_support_clean.dta,strata_id,VUP Strata
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,survey,Source survey
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,year,Survey year (mid-fieldwork)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,wave,Wave / round id
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,sample,"CS = national cross-section, VUP = VUP booster, PANEL = EICV3-4 panel link"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,prov,"Province (1-5, NISR codes)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,dist,"District (11-57, NISR current codes)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,urban,"Area of residence (1 urban, 2 rural)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,cluster,Sampling cluster / enumeration area (as shipped)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,hhid,Household id (unique within wave)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,pid,Person number within the household
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,wt,"Household weight carried by every row (sums to persons in person files, to house"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,wt_hh,Household weight (same value as wt; sums to the number of households)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d1q1,beneficiaries of VUP(any component)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q1,beneficiaries of class public work
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q2m,join the Classic Public Work Programme / Month
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q2y,join the Classic Public Work Programme / Year
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q3,number of months a household participated in cPW over the last 12 months
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q4,Daily wage
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q5,way by which cPW payment were received to beneficiary
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6,way of receiving cPW payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_a,Buy Food
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_b,Buy Cloth
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_c,Buy Home Utensils
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_d,Buy Durables asset
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_e,Pay Education/School Fess
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_f,Pay Health/Medical Expenses
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_g,Buy Animals
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_h,Invest in Farming
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_i,Invest in business Income or income generating activity
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_j,Improve dwelling
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_k,"Savings in SACCO,VSLA or Tontine"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_l,Saving in EJo Heza
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q6_m,Other
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q7a,Number of delayed days of first last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q7b,Number of delayed days of second last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q7c,Number of delayed days of third last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q8,Did you receive payment for all the work performed during the last 12 months?
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q9,When was the last Public Works payment received?
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q10,How much did you receive in the last cPW payment?
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,s9d2q11,What is the total value of cPW payments you received over the last 12 months?
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,quintile,Quintiles of real consumption per ae
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,pov_jan,Total Poverty Headcount Ratio
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,poverty,Welfare Categories
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,epov_jan,Extreme Poverty Headcount Ratio
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d2_classic_public_work_clean.dta,strata_id,VUP Strata
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,survey,Source survey
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,year,Survey year (mid-fieldwork)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,wave,Wave / round id
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,sample,"CS = national cross-section, VUP = VUP booster, PANEL = EICV3-4 panel link"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,prov,"Province (1-5, NISR codes)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,dist,"District (11-57, NISR current codes)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,urban,"Area of residence (1 urban, 2 rural)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,cluster,Sampling cluster / enumeration area (as shipped)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,hhid,Household id (unique within wave)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,pid,Person number within the household
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,wt,"Household weight carried by every row (sums to persons in person files, to house"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,wt_hh,Household weight (same value as wt; sums to the number of households)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,province_2,Province
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d1q1,beneficiaries of VUP(any component)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q1,beneficiaries of Expanded Public Work
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q2,Components of ePW a beneficiary working on
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q2m,join the Classic Public Work Programme / Month
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q2y,join the Classic Public Work Programme / Year
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q3,number of months a household participated in ePW over the last 12 months
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q4,Mode of getting ePW payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5,activity by which ePW benefit used for in the last 12 months
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_a,Buy Food
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_b,Buy Cloth
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_c,Buy Home Utensils
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_d,Buy Durables asset
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_e,Pay Education/School Fess
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_f,Pay Health/Medical Expenses
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_g,Buy Animals
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_h,Invest in Farming
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_i,Invest in business Income or income generating activity
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_j,Improve dwelling
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_k,"Savings in SACCO,VSLA or Tontine"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_l,Saving in EJo Heza
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q5_m,Other
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q6a,Number of delayed days of first last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q6b,Number of delayed days of second last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q6c,Number of delayed days of third last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q7,Whether beneficiary of ePW  received payment of all work performed during the la
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q8,Month of the last EPW payment received
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q9,EPW beneficiary's entitlement for all months since program enrollment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q10,Total amount received from ePW payment over the last 12 months
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,s9d3q11,monthly wage earned during the last participation in ePW
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,quintile,Quintiles of real consumption per ae
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,pov_jan,Total Poverty Headcount Ratio
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,poverty,Welfare Categories
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,epov_jan,Extreme Poverty Headcount Ratio
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d3_expanded_public_work_clean.dta,strata_id,VUP Strata
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,survey,Source survey
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,year,Survey year (mid-fieldwork)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,wave,Wave / round id
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,sample,"CS = national cross-section, VUP = VUP booster, PANEL = EICV3-4 panel link"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,prov,"Province (1-5, NISR codes)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,dist,"District (11-57, NISR current codes)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,urban,"Area of residence (1 urban, 2 rural)"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,cluster,Sampling cluster / enumeration area (as shipped)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,hhid,Household id (unique within wave)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,pid,Person number within the household
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,wt,"Household weight carried by every row (sums to persons in person files, to house"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,wt_hh,Household weight (same value as wt; sums to the number of households)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,province_2,Province
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d1q1,beneficiaries of VUP(any component)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q1,HH has any Beneficiaries of NUTRITION SENSITIVE DIRECT SUPPORT
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q1aa_y,Join the NSDS /Year
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q1aa_m,Join the NSDS /Month
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q2,status while being enrolled in NSDS
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q3,number of ANC visits for women having baby while enrolled when they were pregnan
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q4,number of PNC visits in  respect of the child (0-6 weeks old) for which a woman
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q5,heights for age measurement visits attended at health facility
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6,activity by which NSDS benefit used for in the last 12 months
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_a,Buy Food
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_b,Buy Cloth
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_c,Buy Home Utensils
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_d,Buy Durables asset
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_e,Pay Education/School Fess
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_f,Pay Health/Medical Expenses
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_g,Buy Animals
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_h,Invest in Farming
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_i,Invest in business Income or income generating activity
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_j,Improve dwelling
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_k,"Savings in SACCO,VSLA or Tontine"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_l,Saving in EJo Heza
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q6_m,Other
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q7,number of quarters by which HH received NSDS payment in the past 12 months
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q8,Program quarterly benefit
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q9a,Number of delayed days of first last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q9b,Number of delayed days of second last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q9c,Number of delayed days of third last payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,s9d4q10,mode of receiving NSDS payment
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,quintile,Quintiles of real consumption per ae
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,pov_jan,Total Poverty Headcount Ratio
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,poverty,Welfare Categories
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,epov_jan,Extreme Poverty Headcount Ratio
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d4_nsds_clean.dta,strata_id,VUP Strata
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d5_financial_services_clean.dta,survey,Source survey
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d5_financial_services_clean.dta,year,Survey year (mid-fieldwork)
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d5_financial_services_clean.dta,wave,Wave / round id
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d5_financial_services_clean.dta,sample,"CS = national cross-section, VUP = VUP booster, PANEL = EICV3-4 panel link"
Household-Living-Conditions-EICV,2_Intermediate,Household-Living-Conditions-EICV/2_Intermediate/EICV_EICV7_VUP_s9d5_financial_services_clean.dta,prov,"Province (1-5, NISR codes)"
